,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Occupation,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Austria,Male (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,10,11,12,13,11,9,9,10,11,10,12,10,11
Austria,Female (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,235,248,247,239,243,214,216,208,205,209,211,201,214
Austria,Female (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,864,901,948,948,953,993,982,957,957,968,978,975,962
Austria,Female (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,642,636,636,660,672,684,714,760,775,777,797,830,847
Austria,Female (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,1741,1786,1831,1849,1869,1890,1913,1925,1937,1954,1986,2006,2023
Austria,Female (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,0,0,1,1,0,,0,0,,0,0,,
Azerbaijan,Total (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,1363,1425,1362,863,507,674,702,701,719,730,745,752,
Azerbaijan,Total (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,1729,1647,1867,2473,2767,2656,2712,2753,2799,2840,2894,2936,
Azerbaijan,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,878,935,822,931,1049,1041,1022,1058,1078,1094,1113,1125,
Azerbaijan,Total (Sex),Total (Skill level),Labour Force Survey,Labour force survey,3986,4014,4056,4272,4329,4375,4445,4521,4603,4672,4760,4822,
Azerbaijan,Total (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,15,7,5,4,7,4,9,9,7,8,8,8,
Azerbaijan,Male (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,507,333,385,335,261,329,299,319,321,333,341,343,
Azerbaijan,Male (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,1138,1213,1257,1450,1536,1488,1553,1566,1590,1604,1642,1669,
Azerbaijan,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,450,468,401,411,425,430,429,443,459,464,475,482,
Azerbaijan,Male (Sex),Total (Skill level),Labour Force Survey,Labour force survey,2106,2021,2048,2200,2227,2250,2292,2338,2376,2408,2466,2503,
Azerbaijan,Male (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,11,7,5,4,6,4,9,9,7,8,8,8,
Azerbaijan,Female (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,856,1092,977,528,246,344,404,382,398,397,404,409,
Azerbaijan,Female (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,591,434,610,1024,1231,1168,1159,1188,1209,1236,1252,1267,
Azerbaijan,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,428,468,421,520,624,611,593,615,620,631,638,643,
Azerbaijan,Female (Sex),Total (Skill level),Labour Force Survey,Labour force survey,1880,1994,2008,2072,2102,2125,2153,2184,2227,2263,2294,2319,
Azerbaijan,Female (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,5,,,,1,,,,,,,,
Bahamas,Total (Sex),Skill level 1 (low) (Skill level),Labour Force & Household Survey,Labour force survey,26,28,30,26,,24,,,,,,,
Bahamas,Total (Sex),Skill level 2 (medium) (Skill level),Labour Force & Household Survey,Labour force survey,95,93,92,84,,92,,,,,,,
Bahamas,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force & Household Survey,Labour force survey,45,50,52,47,,48,,,,,,,
Bahamas,Total (Sex),Total (Skill level),Labour Force & Household Survey,Labour force survey,167,171,175,158,,164,,,,,,,
Bahamas,Total (Sex),Not elsewhere classified (Skill level),Labour Force & Household Survey,Labour force survey,1,1,1,1,,1,,,,,,,
Bahamas,Male (Sex),Skill level 1 (low) (Skill level),Labour Force & Household Survey,Labour force survey,14,15,19,12,,13,,,,,,,
Bahamas,Male (Sex),Skill level 2 (medium) (Skill level),Labour Force & Household Survey,Labour force survey,51,52,50,46,,49,,,,,,,
Bahamas,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force & Household Survey,Labour force survey,20,22,22,20,,20,,,,,,,
Bahamas,Male (Sex),Total (Skill level),Labour Force & Household Survey,Labour force survey,86,90,91,77,,82,,,,,,,
Bahamas,Male (Sex),Not elsewhere classified (Skill level),Labour Force & Household Survey,Labour force survey,0,0,1,0,,0,,,,,,,
Bahamas,Female (Sex),Skill level 1 (low) (Skill level),Labour Force & Household Survey,Labour force survey,11,13,11,15,,11,,,,,,,
Bahamas,Female (Sex),Skill level 2 (medium) (Skill level),Labour Force & Household Survey,Labour force survey,44,40,42,39,,43,,,,,,,
Bahamas,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force & Household Survey,Labour force survey,25,28,30,27,,28,,,,,,,
Bahamas,Female (Sex),Total (Skill level),Labour Force & Household Survey,Labour force survey,81,82,84,80,,82,,,,,,,
Bahamas,Female (Sex),Not elsewhere classified (Skill level),Labour Force & Household Survey,Labour force survey,0,0,0,0,,1,,,,,,,
Bahrain,Total (Sex),Skill level 1 (low) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,274,,,
Bahrain,Total (Sex),Skill level 2 (medium) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,323,,,
Bahrain,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,169,,,
Bahrain,Total (Sex),Total (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,770,,,
Bahrain,Total (Sex),Not elsewhere classified (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,4,,,
Bahrain,Male (Sex),Skill level 1 (low) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,272,,,
Bahrain,Male (Sex),Skill level 2 (medium) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,212,,,
Bahrain,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,121,,,
Bahrain,Male (Sex),Total (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,608,,,
Bahrain,Male (Sex),Not elsewhere classified (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,3,,,
Bahrain,Female (Sex),Skill level 1 (low) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,2,,,
Bahrain,Female (Sex),Skill level 2 (medium) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,111,,,
Bahrain,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,48,,,
Bahrain,Female (Sex),Total (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,161,,,
Bahrain,Female (Sex),Not elsewhere classified (Skill level),Estimates of Central informatics organization,Official estimate,,,,,,,,,,1,,,
Bahrain,Total (Sex),Total (Skill level),Insurance records (other),Insurance records,297,332,431,,,,,,,,,,
Bahrain,Male (Sex),Total (Skill level),Insurance records (other),Insurance records,267,300,390,,,,,,,,,,
Bahrain,Female (Sex),Total (Skill level),Insurance records (other),Insurance records,30,32,41,,,,,,,,,,
Bangladesh,Total (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,12203,,,,25300,,,7895,,,10385,10448,
Bangladesh,Total (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,32635,,,,25716,,,45725,,,43806,45130,
Bangladesh,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,2455,,,,3031,,,4343,,,5191,5060,
Bangladesh,Total (Sex),Total (Skill level),Labour Force Survey,Labour force survey,47357,,,,54084,,,58073,,,59530,60828,
Bangladesh,Total (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,64,,,,36,,,110,,,149,190,
Bangladesh,Male (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,10864,,,,13960,,,5852,,,6958,7531,
Bangladesh,Male (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,23214,,,,21465,,,32102,,,30739,30759,
Bangladesh,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,1939,,,,2420,,,3167,,,3922,3748,
Bangladesh,Male (Sex),Total (Skill level),Labour Force Survey,Labour force survey,36080,,,,37882,,,41227,,,41761,42182,
Bangladesh,Male (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,63,,,,36,,,106,,,143,144,
Bangladesh,Female (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,1339,,,,11340,,,2043,,,3427,2917,
Bangladesh,Female (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,9421,,,,4251,,,13623,,,13067,14371,
Bangladesh,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,516,,,,611,,,1176,,,1269,1312,
Bangladesh,Female (Sex),Total (Skill level),Labour Force Survey,Labour force survey,11277,,,,16202,,,16846,,,17769,18646,
Bangladesh,Female (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,1,,,,,,,5,,,6,47,
Bangladesh,Total (Sex),Skill level 1 (low) (Skill level),Population Census,Population census,,,,,,6580,,,,,,,
Bangladesh,Total (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,25265,,,,,,,
Bangladesh,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,7990,,,,,,,
Bangladesh,Total (Sex),Total (Skill level),Population Census,Population census,,,,,,39925,,,,,,,
Bangladesh,Total (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,90,,,,,,,
Bangladesh,Male (Sex),Skill level 1 (low) (Skill level),Population Census,Population census,,,,,,5507,,,,,,,
Bangladesh,Male (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,22169,,,,,,,
Bangladesh,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,6991,,,,,,,
Bangladesh,Male (Sex),Total (Skill level),Population Census,Population census,,,,,,34752,,,,,,,
Bangladesh,Male (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,86,,,,,,,
Bangladesh,Female (Sex),Skill level 1 (low) (Skill level),Population Census,Population census,,,,,,1073,,,,,,,
Bangladesh,Female (Sex),Skill level 2 (medium) (Skill level),Population Census,Population census,,,,,,3097,,,,,,,
Bangladesh,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Population Census,Population census,,,,,,999,,,,,,,
Bangladesh,Female (Sex),Total (Skill level),Population Census,Population census,,,,,,5172,,,,,,,
Bangladesh,Female (Sex),Not elsewhere classified (Skill level),Population Census,Population census,,,,,,4,,,,,,,
Barbados,Total (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,23,21,21,22,,
Barbados,Total (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,64,65,67,71,,
Barbados,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,39,38,40,40,,
Barbados,Total (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,,,,126,125,128,133,,
Barbados,Total (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,,,,0,0,0,0,,
Barbados,Male (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,13,12,12,13,,
Barbados,Male (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,33,34,34,36,,
Barbados,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,18,18,18,18,,
Barbados,Male (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,,,,64,64,64,68,,
Barbados,Male (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,,,,0,0,0,0,,
Barbados,Female (Sex),Skill level 1 (low) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,10,9,9,9,,
Barbados,Female (Sex),Skill level 2 (medium) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,31,32,33,35,,
Barbados,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour Force Survey,Labour force survey,,,,,,,,21,20,22,21,,
Barbados,Female (Sex),Total (Skill level),Labour Force Survey,Labour force survey,,,,,,,,62,61,64,65,,
Barbados,Female (Sex),Not elsewhere classified (Skill level),Labour Force Survey,Labour force survey,,,,,,,,0,0,0,0,,
Belarus,Total (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,397,390,
Belarus,Total (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,2484,2531,
Belarus,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,1916,1921,
Belarus,Total (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,4862,4902,
Belarus,Total (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,65,59,
Belarus,Male (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,175,180,
Belarus,Male (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,1502,1530,
Belarus,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,665,666,
Belarus,Male (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,2399,2427,
Belarus,Male (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,57,52,
Belarus,Female (Sex),Skill level 1 (low) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,222,211,
Belarus,Female (Sex),Skill level 2 (medium) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,981,1002,
Belarus,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,1250,1255,
Belarus,Female (Sex),Total (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,2463,2475,
Belarus,Female (Sex),Not elsewhere classified (Skill level),Labour force survey,Labour force survey,,,,,,,,,,,9,7,
Belarus,Total (Sex),Skill level 1 (low) (Skill level),Population census,Population census,,,,324,,,,,,,,,
Belarus,Total (Sex),Skill level 2 (medium) (Skill level),Population census,Population census,,,,2307,,,,,,,,,
Belarus,Total (Sex),Skill levels 3 and 4 (high) (Skill level),Population census,Population census,,,,1656,,,,,,,,,
Belarus,Total (Sex),Total (Skill level),Population census,Population census,,,,4613,,,,,,,,,
Belarus,Total (Sex),Not elsewhere classified (Skill level),Population census,Population census,,,,3,,,,,,,,,
Belarus,Male (Sex),Skill level 1 (low) (Skill level),Population census,Population census,,,,135,,,,,,,,,
Belarus,Male (Sex),Skill level 2 (medium) (Skill level),Population census,Population census,,,,1384,,,,,,,,,
Belarus,Male (Sex),Skill levels 3 and 4 (high) (Skill level),Population census,Population census,,,,608,,,,,,,,,
Belarus,Male (Sex),Total (Skill level),Population census,Population census,,,,2323,,,,,,,,,
Belarus,Male (Sex),Not elsewhere classified (Skill level),Population census,Population census,,,,2,,,,,,,,,
Belarus,Female (Sex),Skill level 1 (low) (Skill level),Population census,Population census,,,,189,,,,,,,,,
Belarus,Female (Sex),Skill level 2 (medium) (Skill level),Population census,Population census,,,,923,,,,,,,,,
Belarus,Female (Sex),Skill levels 3 and 4 (high) (Skill level),Population census,Population census,,,,1048,,,,,,,,,
Belarus,Female (Sex),Total (Skill level),Population census,Population census,,,,2291,,,,,,,,,
Belarus,Female (Sex),Not elsewhere classified (Skill level),Population census,Population census,,,,1,,,,,,,,,
Belgium,Total (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,395,412,409,398,418,454,454,462,461,480,485,453,457
Belgium,Total (Sex),Skill level 2 (medium) (Skill level),EU Labour Force Survey,Labour force survey,1932,1979,2073,2009,2001,2066,2022,2032,1955,1970,1969,1953,2024
Belgium,Total (Sex),Skill levels 3 and 4 (high) (Skill level),EU Labour Force Survey,Labour force survey,1892,1943,1931,1981,2041,1961,2018,2011,2099,2075,2103,2209,2249
Belgium,Total (Sex),Total (Skill level),EU Labour Force Survey,Labour force survey,4264,4380,4446,4421,4489,4509,4524,4530,4544,4552,4587,4638,4755
Belgium,Total (Sex),Not elsewhere classified (Skill level),EU Labour Force Survey,Labour force survey,45,46,34,32,29,29,30,25,29,27,29,23,24
Belgium,Male (Sex),Skill level 1 (low) (Skill level),EU Labour Force Survey,Labour force survey,190,197,183,180,191,164,162,166,162,178,188,176,174
