"Downloaded on TUE, 21 MAY 2019 13:18 +0200 from ILOSTAT",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Dataset:,Annual data,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Country,Sex,Status in employment,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Armenia,Female (Sex),3. Own-account workers (ICSE-93),Population census,Population census,,,,,,99,,,,,,,
Armenia,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Population census,Population census,,,,,,98,,,,,,,
Armenia,Female (Sex),5. Contributing family workers (ICSE-93),Population census,Population census,,,,,,0,,,,,,,
Armenia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population census,Population census,,,,,,0,,,,,,,
Armenia,Female (Sex),Total (ICSE-93),Population census,Population census,,,,,,469,,,,,,,
Armenia,Total (Sex),1. Employees (ICSE-93),Official Estimates,Official estimate,,539,,,,,,,,,,,
Armenia,Total (Sex),3. Own-account workers (ICSE-93),Official Estimates,Official estimate,,546,,,,,,,,,,,
Armenia,Total (Sex),Total (ICSE-93),Official Estimates,Official estimate,,1102,,,,,,,,,,,
Aruba,Total (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,47,,,,,,,,,,,
Aruba,Total (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,2,,,,,,,,,,,
Aruba,Total (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,2,,,,,,,,,,,
Aruba,Total (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Total (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,52,,,,,,,,,,,
Aruba,Male (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,24,,,,,,,,,,,
Aruba,Male (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,2,,,,,,,,,,,
Aruba,Male (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,1,,,,,,,,,,,
Aruba,Male (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Male (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,27,,,,,,,,,,,
Aruba,Female (Sex),1. Employees (ICSE-93),Labour force survey,Labour force survey,,23,,,,,,,,,,,
Aruba,Female (Sex),2. Employers (ICSE-93),Labour force survey,Labour force survey,,1,,,,,,,,,,,
Aruba,Female (Sex),3. Own-account workers (ICSE-93),Labour force survey,Labour force survey,,1,,,,,,,,,,,
Aruba,Female (Sex),5. Contributing family workers (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour force survey,Labour force survey,,0,,,,,,,,,,,
Aruba,Female (Sex),Total (ICSE-93),Labour force survey,Labour force survey,,24,,,,,,,,,,,
Aruba,Total (Sex),1. Employees (ICSE-93),Population and Housing Census Aruba,Population census,,,,,42,,,,,,,,
Aruba,Total (Sex),2. Employers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,3,,,,,,,,
Aruba,Total (Sex),3. Own-account workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,2,,,,,,,,
Aruba,Total (Sex),5. Contributing family workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Total (Sex),6. Workers not classifiable by status (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Total (Sex),Total (ICSE-93),Population and Housing Census Aruba,Population census,,,,,47,,,,,,,,
Aruba,Male (Sex),1. Employees (ICSE-93),Population and Housing Census Aruba,Population census,,,,,20,,,,,,,,
Aruba,Male (Sex),2. Employers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,2,,,,,,,,
Aruba,Male (Sex),3. Own-account workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,1,,,,,,,,
Aruba,Male (Sex),5. Contributing family workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Male (Sex),6. Workers not classifiable by status (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Male (Sex),Total (ICSE-93),Population and Housing Census Aruba,Population census,,,,,23,,,,,,,,
Aruba,Female (Sex),1. Employees (ICSE-93),Population and Housing Census Aruba,Population census,,,,,21,,,,,,,,
Aruba,Female (Sex),2. Employers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,1,,,,,,,,
Aruba,Female (Sex),3. Own-account workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Female (Sex),5. Contributing family workers (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Female (Sex),6. Workers not classifiable by status (ICSE-93),Population and Housing Census Aruba,Population census,,,,,0,,,,,,,,
Aruba,Female (Sex),Total (ICSE-93),Population and Housing Census Aruba,Population census,,,,,23,,,,,,,,
Australia,Total (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,8205,8524,8779,8835,8998,9219,9401,9528,9562,9759,9932,10181,10513
Australia,Total (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,728,710,736,733,753,730,722,723,726,730,741,755,732
Australia,Total (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,1160,1171,1190,1211,1241,1240,1203,1180,1224,1250,1275,1293,1315
Australia,Total (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,32,29,26,27,30,25,24,25,28,27,26,23,24
Australia,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,0,0,0,0,0,0,,,,,,,
Australia,Total (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,10124,10434,10731,10806,11022,11214,11351,11457,11540,11766,11973,12252,12584
Australia,Male (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,4262,4446,4578,4554,4662,4776,4872,4915,4922,5005,5065,5172,5319
Australia,Male (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,495,477,496,505,515,495,495,495,498,493,506,520,505
Australia,Male (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,790,798,796,809,831,826,787,778,799,817,821,827,847
Australia,Male (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,13,12,10,11,14,11,10,12,13,12,12,10,11
Australia,Male (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,5560,5732,5880,5879,6021,6108,6164,6201,6232,6327,6403,6529,6681
Australia,Female (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,3943,4078,4200,4281,4335,4444,4529,4613,4640,4754,4867,5010,5194
Australia,Female (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,233,234,241,228,238,235,228,228,229,237,235,235,227
Australia,Female (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,370,373,394,402,411,413,416,402,425,433,453,465,468
Australia,Female (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,19,17,16,15,16,14,14,13,14,15,14,13,13
Australia,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,,0,,,,,,,,
Australia,Female (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,4565,4702,4851,4926,5001,5106,5187,5256,5308,5439,5570,5723,5903
Austria,Total (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,3327,3387,3453,3439,3462,3514,3551,3563,3566,3609,3683,3733,3800
Austria,Total (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,184,191,187,189,192,190,189,184,194,187,192,198,197
Austria,Total (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,260,253,261,267,276,266,267,282,270,285,281,267,268
Austria,Total (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,55,92,92,87,87,82,79,76,83,67,64,62,53
Austria,Total (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,0,0,0,0,0,,,0,0,0,0,,
Austria,Total (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,3826,3924,3994,3982,4017,4052,4084,4105,4113,4148,4220,4260,4319
Austria,Male (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,1769,1806,1826,1796,1803,1826,1838,1841,1833,1858,1897,1925,1968
Austria,Male (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,139,144,139,141,143,143,144,140,147,139,142,145,146
Austria,Male (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,156,146,155,157,161,152,150,161,153,164,165,156,154
Austria,Male (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,21,42,44,40,41,41,39,38,43,33,31,29,27
Austria,Male (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,0,0,,0,,,0,,0,,0,
Austria,Male (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,2085,2138,2164,2133,2148,2162,2171,2180,2175,2194,2234,2254,2296
Austria,Female (Sex),1. Employees (ICSE-93),EU Labour Force Survey,Labour force survey,1558,1581,1627,1643,1659,1688,1713,1721,1734,1751,1786,1809,1833
Austria,Female (Sex),2. Employers (ICSE-93),EU Labour Force Survey,Labour force survey,45,47,48,48,49,46,45,44,47,48,50,53,51
Austria,Female (Sex),3. Own-account workers (ICSE-93),EU Labour Force Survey,Labour force survey,104,107,107,111,115,114,116,121,117,121,116,111,114
Austria,Female (Sex),5. Contributing family workers (ICSE-93),EU Labour Force Survey,Labour force survey,35,51,49,47,45,41,39,38,40,34,33,34,26
Austria,Female (Sex),6. Workers not classifiable by status (ICSE-93),EU Labour Force Survey,Labour force survey,,0,,,0,,,0,,,0,0,
Austria,Female (Sex),Total (ICSE-93),EU Labour Force Survey,Labour force survey,1741,1786,1831,1849,1869,1890,1913,1925,1937,1954,1986,2006,2023
Azerbaijan,Total (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,1635,1677,1719,1385,1383,1388,1481,1514,1520,1503,1514,1525,
Azerbaijan,Total (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,87,203,120,521,523,470,425,456,460,577,625,635,
Azerbaijan,Total (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,2253,2134,2217,1133,1159,1226,1219,1202,1246,1213,1030,1048,
Azerbaijan,Total (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,11,,,,,,,,,,,,
Azerbaijan,Total (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,1232,1264,1292,1320,1350,1378,1379,1590,1615,
Azerbaijan,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,0,0,,,,,,,,
Azerbaijan,Total (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,3986,4014,4056,4272,4329,4375,4445,4521,4603,4672,4760,4822,
Azerbaijan,Male (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,999,1025,977,787,787,780,857,877,885,883,889,898,
Azerbaijan,Male (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,72,176,101,328,325,240,243,265,272,385,380,385,
Azerbaijan,Male (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,1029,819,970,479,503,621,581,581,592,512,556,564,
Azerbaijan,Male (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,6,,,,,,,,,,,,
Azerbaijan,Male (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,606,613,609,611,614,628,627,641,655,
Azerbaijan,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,0,0,,,,,,,,
Azerbaijan,Male (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,2106,2021,2048,2200,2227,2250,2292,2338,2376,2408,2466,2503,
Azerbaijan,Female (Sex),1. Employees (ICSE-93),Labour Force Survey,Labour force survey,636,652,742,599,596,607,623,637,635,619,626,627,
Azerbaijan,Female (Sex),2. Employers (ICSE-93),Labour Force Survey,Labour force survey,16,26,19,193,198,230,183,190,188,192,246,250,
Azerbaijan,Female (Sex),3. Own-account workers (ICSE-93),Labour Force Survey,Labour force survey,1224,1315,1247,654,656,605,638,621,654,700,474,484,
Azerbaijan,Female (Sex),4. Members of producers' cooperatives (ICSE-93),Labour Force Survey,Labour force survey,4,,,,,,,,,,,,
Azerbaijan,Female (Sex),5. Contributing family workers (ICSE-93),Labour Force Survey,Labour force survey,,,,626,651,683,710,736,750,752,949,959,
Azerbaijan,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force Survey,Labour force survey,,,,0,0,,,,,,,,
Azerbaijan,Female (Sex),Total (ICSE-93),Labour Force Survey,Labour force survey,1880,1994,2008,2072,2102,2125,2153,2184,2227,2263,2294,2319,
Bahamas,Total (Sex),1. Employees (ICSE-93),Labour Force & Household Survey,Labour force survey,,,151,137,,140,,,,,,,
Bahamas,Total (Sex),3. Own-account workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,23,21,,23,,,,,,,
Bahamas,Total (Sex),5. Contributing family workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,0,,,,,,,
Bahamas,Total (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,1,,,,,,,
Bahamas,Total (Sex),Total (ICSE-93),Labour Force & Household Survey,Labour force survey,,,175,158,,164,,,,,,,
Bahamas,Male (Sex),1. Employees (ICSE-93),Labour Force & Household Survey,Labour force survey,,,75,65,,102,,,,,,,
Bahamas,Male (Sex),3. Own-account workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,15,15,,15,,,,,,,
Bahamas,Male (Sex),5. Contributing family workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,0,,,,,,,
Bahamas,Male (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,1,,,,,,,
Bahamas,Male (Sex),Total (ICSE-93),Labour Force & Household Survey,Labour force survey,,,91,80,,117,,,,,,,
Bahamas,Female (Sex),1. Employees (ICSE-93),Labour Force & Household Survey,Labour force survey,,,76,72,,19,,,,,,,
Bahamas,Female (Sex),3. Own-account workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,8,6,,4,,,,,,,
Bahamas,Female (Sex),5. Contributing family workers (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,0,,,,,,,
Bahamas,Female (Sex),6. Workers not classifiable by status (ICSE-93),Labour Force & Household Survey,Labour force survey,,,0,0,,,,,,,,,
Bahamas,Female (Sex),Total (ICSE-93),Labour Force & Household Survey,Labour force survey,,,84,77,,23,,,,,,,
Bahrain,Total (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,688,,,,,,,,
Bahrain,Total (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,11,,,,,,,,
Bahrain,Total (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,4,,,,,,,,
Bahrain,Total (Sex),Total (ICSE-93),Population Census,Population census,,,,,703,,,,,,,,
Bahrain,Male (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,547,,,,,,,,
Bahrain,Male (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,8,,,,,,,,
Bahrain,Male (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,3,,,,,,,,
Bahrain,Male (Sex),Total (ICSE-93),Population Census,Population census,,,,,558,,,,,,,,
Bahrain,Female (Sex),1. Employees (ICSE-93),Population Census,Population census,,,,,142,,,,,,,,
Bahrain,Female (Sex),2. Employers (ICSE-93),Population Census,Population census,,,,,3,,,,,,,,
Bahrain,Female (Sex),3. Own-account workers (ICSE-93),Population Census,Population census,,,,,0,,,,,,,,
Bahrain,Female (Sex),Total (ICSE-93),Population Census,Population census,,,,,145,,,,,,,,
Bahrain,Total (Sex),1. Employees (ICSE-93),Estimates of Central informatics organization,Official estimate,425,472,522,577,578,,,,,752,,,
Bahrain,Total (Sex),2. Employers (ICSE-93),Estimates of Central informatics organization,Official estimate,9,9,10,11,11,,,,,13,,,
Bahrain,Total (Sex),3. Own-account workers (ICSE-93),Estimates of Central informatics organization,Official estimate,7,7,8,9,9,,,,,4,,,
Bahrain,Total (Sex),5. Contributing family workers (ICSE-93),Estimates of Central informatics organization,Official estimate,3,3,3,3,3,,,,,,,,
Bahrain,Total (Sex),Total (ICSE-93),Estimates of Central informatics organization,Official estimate,443,491,543,600,597,,,,,770,,,
Bahrain,Male (Sex),1. Employees (ICSE-93),Estimates of Central informatics organization,Official estimate,339,378,419,464,456,,,,,595,,,
Bahrain,Male (Sex),2. Employers (ICSE-93),Estimates of Central informatics organization,Official estimate,8,8,9,10,10,,,,,9,,,
Bahrain,Male (Sex),3. Own-account workers (ICSE-93),Estimates of Central informatics organization,Official estimate,7,7,8,8,8,,,,,4,,,
Bahrain,Male (Sex),5. Contributing family workers (ICSE-93),Estimates of Central informatics organization,Official estimate,2,2,2,2,2,,,,,,,,
Bahrain,Male (Sex),Total (ICSE-93),Estimates of Central informatics organization,Official estimate,356,395,438,485,475,,,,,608,,,
Bahrain,Female (Sex),1. Employees (ICSE-93),Estimates of Central informatics organization,Official estimate,86,94,103,113,121,,,,,157,,,
Bahrain,Female (Sex),2. Employers (ICSE-93),Estimates of Central informatics organization,Official estimate,1,1,1,1,1,,,,,4,,,
