,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Country,Sex,Age,Education,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Algeria,Female (Sex),15+ (Age),Total (Aggregate levels),Household Employment Survey,Labour force survey,,,,,1474,,,,1723,,,1965,
Algeria,Female (Sex),15+ (Age),Level not stated (Aggregate levels),Household Employment Survey,Labour force survey,,,,,,,,,723,,,,
Algeria,Female (Sex),25+ (Age),Advanced (Aggregate levels),Household Employment Survey,Labour force survey,,,,,343,,,,402,,,771,
Algeria,Female (Sex),25+ (Age),Basic (Aggregate levels),Household Employment Survey,Labour force survey,,,,,349,,,,125,,,448,
Algeria,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Household Employment Survey,Labour force survey,,,,,315,,,,253,,,423,
Algeria,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Household Employment Survey,Labour force survey,,,,,200,,,,116,,,153,
Algeria,Female (Sex),25+ (Age),Total (Aggregate levels),Household Employment Survey,Labour force survey,,,,,1208,,,,1544,,,1795,
Algeria,Female (Sex),25+ (Age),Level not stated (Aggregate levels),Household Employment Survey,Labour force survey,,,,,,,,,648,,,,
Angola,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,11,,,,,,,
Angola,Total (Sex),15-24 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,562,,,,,,,
Angola,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,73,,,,,,,
Angola,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1064,,,,,,,
Angola,Total (Sex),15-24 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1710,,,,,,,
Angola,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,214,,,,,,,
Angola,Total (Sex),15-64 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1971,,,,,,,
Angola,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,473,,,,,,,
Angola,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3806,,,,,,,
Angola,Total (Sex),15-64 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,6463,,,,,,,
Angola,Total (Sex),15+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,220,,,,,,,
Angola,Total (Sex),15+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1993,,,,,,,
Angola,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,478,,,,,,,
Angola,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,4099,,,,,,,
Angola,Total (Sex),15+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,6790,,,,,,,
Angola,Total (Sex),25+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,209,,,,,,,
Angola,Total (Sex),25+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1432,,,,,,,
Angola,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,405,,,,,,,
Angola,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3035,,,,,,,
Angola,Total (Sex),25+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,5081,,,,,,,
Angola,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,5,,,,,,,
Angola,Male (Sex),15-24 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,344,,,,,,,
Angola,Male (Sex),15-24 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,43,,,,,,,
Angola,Male (Sex),15-24 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,435,,,,,,,
Angola,Male (Sex),15-24 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,826,,,,,,,
Angola,Male (Sex),15-64 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,132,,,,,,,
Angola,Male (Sex),15-64 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1275,,,,,,,
Angola,Male (Sex),15-64 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,311,,,,,,,
Angola,Male (Sex),15-64 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1459,,,,,,,
Angola,Male (Sex),15-64 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3178,,,,,,,
Angola,Male (Sex),15+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,138,,,,,,,
Angola,Male (Sex),15+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1291,,,,,,,
Angola,Male (Sex),15+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,315,,,,,,,
Angola,Male (Sex),15+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1619,,,,,,,
Angola,Male (Sex),15+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3363,,,,,,,
Angola,Male (Sex),25+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,133,,,,,,,
Angola,Male (Sex),25+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,947,,,,,,,
Angola,Male (Sex),25+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,272,,,,,,,
Angola,Male (Sex),25+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1184,,,,,,,
Angola,Male (Sex),25+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,2537,,,,,,,
Angola,Female (Sex),15-24 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,6,,,,,,,
Angola,Female (Sex),15-24 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,218,,,,,,,
Angola,Female (Sex),15-24 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,31,,,,,,,
Angola,Female (Sex),15-24 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,629,,,,,,,
Angola,Female (Sex),15-24 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,883,,,,,,,
Angola,Female (Sex),15-64 (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,81,,,,,,,
Angola,Female (Sex),15-64 (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,696,,,,,,,
Angola,Female (Sex),15-64 (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,162,,,,,,,
Angola,Female (Sex),15-64 (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,2347,,,,,,,
Angola,Female (Sex),15-64 (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3286,,,,,,,
Angola,Female (Sex),15+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,82,,,,,,,
Angola,Female (Sex),15+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,702,,,,,,,
Angola,Female (Sex),15+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,163,,,,,,,
Angola,Female (Sex),15+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,2480,,,,,,,
Angola,Female (Sex),15+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,3428,,,,,,,
Angola,Female (Sex),25+ (Age),Advanced (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,76,,,,,,,
Angola,Female (Sex),25+ (Age),Basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,484,,,,,,,
Angola,Female (Sex),25+ (Age),Intermediate (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,133,,,,,,,
Angola,Female (Sex),25+ (Age),Less than basic (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,1851,,,,,,,
Angola,Female (Sex),25+ (Age),Total (Aggregate levels),Core Welfare Indicators Questionnaire,Household income/expenditure survey,,,,,,2544,,,,,,,
Argentina,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,63,,70,61,70,61,58,61,61,,,60,
Argentina,Total (Sex),15-24 (Age),Basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,601,,597,584,591,608,616,591,605,,,530,
Argentina,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,746,,763,732,719,709,723,725,738,,,787,
Argentina,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,38,,35,33,30,30,35,35,33,,,24,
Argentina,Total (Sex),15-24 (Age),Total (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,1451,,1468,1416,1414,1413,1435,1418,1441,,,1402,
Argentina,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3,,3,5,3,4,3,5,4,,,3,
Argentina,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,1802,,1978,2062,2168,2209,2248,2332,2313,,,2466,
Argentina,Total (Sex),15-64 (Age),Basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3670,,3655,3620,3597,3693,3636,3568,3674,,,3490,
Argentina,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3468,,3763,3828,3917,4027,4153,4252,4260,,,4672,
Argentina,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,569,,514,486,443,421,412,389,375,,,373,
Argentina,Total (Sex),15-64 (Age),Total (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,9525,,9924,10021,10151,10378,10472,10563,10642,,,11016,
Argentina,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,16,,16,24,27,28,23,21,20,,,16,
Argentina,Total (Sex),15+ (Age),Advanced (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,1859,,2045,2140,2250,2298,2329,2416,2410,,,2610,
Argentina,Total (Sex),15+ (Age),Basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3852,,3811,3772,3755,3845,3786,3727,3834,,,3697,
Argentina,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3547,,3841,3911,4006,4121,4239,4341,4361,,,4811,
Argentina,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,651,,568,553,494,473,465,436,422,,,434,
Argentina,Total (Sex),15+ (Age),Total (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,9926,,10280,10402,10532,10766,10844,10943,11047,,,11568,
Argentina,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,17,,16,25,27,29,25,22,21,,,16,
Argentina,Total (Sex),25+ (Age),Advanced (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,1796,,1975,2079,2180,2236,2271,2355,2349,,,2550,
Argentina,Total (Sex),25+ (Age),Basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,3250,,3214,3188,3164,3237,3169,3136,3230,,,3168,
Argentina,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,2801,,3077,3179,3287,3411,3516,3616,3622,,,4024,
Argentina,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,614,,533,521,464,443,430,401,388,,,410,
Argentina,Total (Sex),25+ (Age),Total (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,8475,,8812,8986,9118,9353,9409,9525,9606,,,10166,
Argentina,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,13,,12,20,24,25,22,17,16,,,14,
Argentina,Total (Sex),15-24 (Age),Advanced (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,85,81,81,83,75,,,,
Argentina,Total (Sex),15-24 (Age),Basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,983,961,1061,955,887,,,,
Argentina,Total (Sex),15-24 (Age),Intermediate (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,951,913,982,995,1010,,,,
Argentina,Total (Sex),15-24 (Age),Less than basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,77,64,90,75,72,,,,
Argentina,Total (Sex),15-24 (Age),Total (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,2100,2028,2215,2118,2051,,,,
Argentina,Total (Sex),15-24 (Age),Level not stated (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,5,9,,10,7,,,,
Argentina,Total (Sex),15-64 (Age),Advanced (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,2798,2880,2901,3101,3064,,,,
Argentina,Total (Sex),15-64 (Age),Basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,5604,5673,5686,5800,5648,,,,
Argentina,Total (Sex),15-64 (Age),Intermediate (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,5266,5312,5652,5810,5672,,,,
Argentina,Total (Sex),15-64 (Age),Less than basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,906,826,869,749,701,,,,
Argentina,Total (Sex),15-64 (Age),Total (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,14609,14720,15135,15507,15110,,,,
Argentina,Total (Sex),15-64 (Age),Level not stated (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,35,30,27,46,25,,,,
Argentina,Total (Sex),15+ (Age),Advanced (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,2890,2978,2996,3203,3186,,,,
Argentina,Total (Sex),15+ (Age),Basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,5828,5914,5917,6067,5887,,,,
Argentina,Total (Sex),15+ (Age),Intermediate (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,5386,5441,5772,5938,5783,,,,
Argentina,Total (Sex),15+ (Age),Less than basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,996,914,952,829,792,,,,
Argentina,Total (Sex),15+ (Age),Total (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,15134,15279,15663,16085,15674,,,,
Argentina,Total (Sex),15+ (Age),Level not stated (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,35,32,27,47,26,,,,
Argentina,Total (Sex),25+ (Age),Advanced (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,2805,2898,2914,3120,3111,,,,
Argentina,Total (Sex),25+ (Age),Basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,4845,4953,4856,5112,5000,,,,
Argentina,Total (Sex),25+ (Age),Intermediate (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,4435,4527,4790,4943,4773,,,,
Argentina,Total (Sex),25+ (Age),Less than basic (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,920,850,862,755,720,,,,
Argentina,Total (Sex),25+ (Age),Total (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,13034,13251,13447,13967,13623,,,,
Argentina,Total (Sex),25+ (Age),Level not stated (Aggregate levels),Annual Survey of Urban Households,Labour force survey,,,,,30,23,25,37,19,,,,
Argentina,Male (Sex),15-24 (Age),Advanced (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,21,,28,22,26,21,20,25,23,,,22,
Argentina,Male (Sex),15-24 (Age),Basic (Aggregate levels),Permanent Household Survey (Urban),Labour force survey,423,,420,425,446,457,469,447,446,,,407,
