,,,,,,,,,,,,,,,,,
Country,Sex,Age,Survey,Type of Source,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bangladesh,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,10087,,,,12030,,,12144,,,10543,9687,
Bangladesh,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,45491,,,,52130,,,55203,,,57003,58376,
Bangladesh,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,47357,,,,54084,,,58073,,,59530,60828,
Bangladesh,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,37270,,,,42054,,,45929,,,48987,51141,
Bangladesh,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,7901,,,,7489,,,6876,,,7200,6644,
Bangladesh,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,34526,,,,36116,,,38893,,,39589,40019,
Bangladesh,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,36080,,,,37882,,,41227,,,41761,42182,
Bangladesh,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,28179,,,,30393,,,34351,,,34561,35538,
Bangladesh,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,2186,,,,4541,,,5268,,,3342,3043,
Bangladesh,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,10965,,,,16014,,,16310,,,17414,18356,
Bangladesh,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,11277,,,,16202,,,16846,,,17769,18646,
Bangladesh,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,9091,,,,11661,,,11578,,,14426,15602,
Bangladesh,Total (Sex),15-24 (Age),Population Census,Population census,,,,,,7535,,,,,,,
Bangladesh,Total (Sex),15-64 (Age),Population Census,Population census,,,,,,38213,,,,,,,
Bangladesh,Total (Sex),15+ (Age),Population Census,Population census,,,,,,39925,,,,,,,
Bangladesh,Total (Sex),25+ (Age),Population Census,Population census,,,,,,32389,,,,,,,
Bangladesh,Male (Sex),15-24 (Age),Population Census,Population census,,,,,,6168,,,,,,,
Bangladesh,Male (Sex),15-64 (Age),Population Census,Population census,,,,,,33161,,,,,,,
Bangladesh,Male (Sex),15+ (Age),Population Census,Population census,,,,,,34752,,,,,,,
Bangladesh,Male (Sex),25+ (Age),Population Census,Population census,,,,,,28584,,,,,,,
Bangladesh,Female (Sex),15-24 (Age),Population Census,Population census,,,,,,1367,,,,,,,
Bangladesh,Female (Sex),15-64 (Age),Population Census,Population census,,,,,,5052,,,,,,,
Bangladesh,Female (Sex),15+ (Age),Population Census,Population census,,,,,,5172,,,,,,,
Bangladesh,Female (Sex),25+ (Age),Population Census,Population census,,,,,,3805,,,,,,,
Barbados,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,13,12,,,11,10,10,11,,
Barbados,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,125,123,,,121,121,124,128,,
Barbados,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,131,133,132,128,127,128,125,126,125,128,133,,
Barbados,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,116,115,,,116,115,118,122,,
Barbados,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,7,6,,,6,6,6,6,,
Barbados,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,63,63,,,62,61,61,65,,
Barbados,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,68,70,69,66,65,66,65,64,64,64,68,,
Barbados,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,58,58,,,58,58,58,62,,
Barbados,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,6,6,,,5,4,4,5,,
Barbados,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,62,61,,,60,60,62,63,,
Barbados,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,63,63,63,63,62,62,60,62,61,64,65,,
Barbados,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,57,57,,,57,57,60,60,,
Belarus,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,449,461,
Belarus,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,4797,4837,
Belarus,Total (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,4862,4902,
Belarus,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,4413,4441,
Belarus,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,235,235,
Belarus,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,2369,2396,
Belarus,Male (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2399,2427,
Belarus,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2164,2193,
Belarus,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,,,,,214,226,
Belarus,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,,,,,2428,2441,
Belarus,Female (Sex),15+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2463,2475,
Belarus,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,,,,,2249,2248,
Belarus,Total (Sex),15-24 (Age),Population census,Population census,,,,581,,,,,,,,,
Belarus,Total (Sex),15+ (Age),Population census,Population census,,,,4613,,,,,,,,,
Belarus,Total (Sex),25+ (Age),Population census,Population census,,,,4032,,,,,,,,,
Belarus,Male (Sex),15-24 (Age),Population census,Population census,,,,331,,,,,,,,,
Belarus,Male (Sex),15+ (Age),Population census,Population census,,,,2323,,,,,,,,,
Belarus,Male (Sex),25+ (Age),Population census,Population census,,,,1991,,,,,,,,,
Belarus,Female (Sex),15-24 (Age),Population census,Population census,,,,250,,,,,,,,,
Belarus,Female (Sex),15+ (Age),Population census,Population census,,,,2291,,,,,,,,,
Belarus,Female (Sex),25+ (Age),Population census,Population census,,,,2041,,,,,,,,,
Belarus,Total (Sex),15+ (Age),Labour resources estimates,Official estimate,,,,,4703,,4612,4578,4551,4496,4406,,
Belarus,Male (Sex),15+ (Age),Labour resources estimates,Official estimate,,,,,,,,,,2261,,,
Belarus,Female (Sex),15+ (Age),Labour resources estimates,Official estimate,,,,,,,,,,2235,,,
Belgium,Total (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,351,353,356,331,332,344,335,313,306,308,297,293,322
Belgium,Total (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,4233,4348,4414,4389,4451,4470,4479,4485,4497,4499,4541,4587,4699
Belgium,Total (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,4264,4380,4446,4421,4489,4509,4524,4530,4544,4552,4587,4638,4755
Belgium,Total (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,3913,4027,4090,4090,4157,4166,4189,4217,4237,4244,4290,4345,4433
Belgium,Male (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,196,195,195,181,182,186,187,170,164,167,159,160,173
Belgium,Male (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,2371,2421,2439,2406,2433,2435,2433,2420,2402,2397,2433,2461,2495
Belgium,Male (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,2392,2444,2461,2429,2458,2462,2466,2451,2435,2434,2466,2496,2531
Belgium,Male (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,2196,2249,2265,2248,2276,2276,2279,2280,2271,2266,2306,2335,2358
Belgium,Female (Sex),15-24 (Age),EU Labour Force Survey,Labour force survey,155,158,160,150,150,158,148,143,142,141,138,133,149
Belgium,Female (Sex),15-64 (Age),EU Labour Force Survey,Labour force survey,1862,1927,1975,1984,2018,2036,2046,2065,2095,2102,2107,2126,2204
Belgium,Female (Sex),15+ (Age),EU Labour Force Survey,Labour force survey,1872,1937,1985,1991,2031,2047,2058,2080,2108,2118,2121,2142,2224
Belgium,Female (Sex),25+ (Age),EU Labour Force Survey,Labour force survey,1717,1778,1825,1842,1881,1889,1910,1937,1966,1978,1983,2009,2075
Belize,Total (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,26,27,28,28,29,31,
Belize,Total (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,122,125,130,135,140,144,
Belize,Total (Sex),15+ (Age),Labour force survey,Labour force survey,102,112,114,,,,126,129,134,139,145,149,
Belize,Total (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,100,102,106,110,116,118,
Belize,Male (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,17,18,19,19,20,21,
Belize,Male (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,76,80,83,85,88,90,
Belize,Male (Sex),15+ (Age),Labour force survey,Labour force survey,68,72,,,,,80,83,87,88,92,94,
Belize,Male (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,62,65,68,69,72,73,
Belize,Female (Sex),15-24 (Age),Labour force survey,Labour force survey,,,,,,,9,8,9,9,9,10,
Belize,Female (Sex),15-64 (Age),Labour force survey,Labour force survey,,,,,,,45,45,46,50,52,54,
Belize,Female (Sex),15+ (Age),Labour force survey,Labour force survey,34,39,,,,,46,46,47,51,53,55,
Belize,Female (Sex),25+ (Age),Labour force survey,Labour force survey,,,,,,,37,38,38,42,44,45,
Benin,Total (Sex),15-24 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,338,539,,,,,,,
Benin,Total (Sex),15-64 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,2202,2803,,,,,,,
Benin,Total (Sex),15+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,2202,2971,,,,,,,
Benin,Total (Sex),25+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,1864,2432,,,,,,,
Benin,Male (Sex),15-24 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,157,234,,,,,,,
Benin,Male (Sex),15-64 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,1041,1336,,,,,,,
Benin,Male (Sex),15+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,1041,1437,,,,,,,
Benin,Male (Sex),25+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,884,1203,,,,,,,
Benin,Female (Sex),15-24 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,182,305,,,,,,,
Benin,Female (Sex),15-64 (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,1161,1467,,,,,,,
Benin,Female (Sex),15+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,1161,1534,,,,,,,
Benin,Female (Sex),25+ (Age),Monitoring survey of the Modular and Integrated Survey of Household Living Conditions,Household income/expenditure survey,,,,,980,1229,,,,,,,
Bermuda,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,3,3,,2,2,,,,,
Bermuda,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,35,35,,33,34,,,,,
Bermuda,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,,,,37,37,,35,36,,,,,
Bermuda,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,33,34,,34,34,,,,,
Bermuda,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,2,1,,1,,,,,,
Bermuda,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,17,17,,17,,,,,,
Bermuda,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,,,,18,19,,18,,,,,,
Bermuda,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,16,17,,17,,,,,,
Bermuda,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,,,,2,1,,1,,,,,,
Bermuda,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,,,,18,17,,17,,,,,,
Bermuda,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,,,,19,19,,18,,,,,,
Bermuda,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,,,,17,17,,17,,,,,,
Bermuda,Total (Sex),15+ (Age),Labour-related establishment survey,Establishment survey,40,40,40,40,38,37,35,34,,,,,
Bermuda,Male (Sex),15+ (Age),Labour-related establishment survey,Establishment survey,21,21,21,21,20,19,18,17,,,,,
Bermuda,Female (Sex),15+ (Age),Labour-related establishment survey,Establishment survey,19,19,19,19,19,18,18,17,,,,,
Bhutan,Total (Sex),15-24 (Age),Labour Force Survey Report,Labour force survey,,,,61,50,48,44,41,36,37,,,
Bhutan,Total (Sex),15-64 (Age),Labour Force Survey Report,Labour force survey,,,,296,309,307,314,319,320,327,,,
Bhutan,Total (Sex),15+ (Age),Labour Force Survey Report,Labour force survey,222,,,313,321,324,329,336,340,344,,,
Bhutan,Total (Sex),25+ (Age),Labour Force Survey Report,Labour force survey,,,,252,270,276,285,295,304,307,,,
Bhutan,Male (Sex),15-24 (Age),Labour Force Survey Report,Labour force survey,,,,27,24,21,18,19,16,17,,,
Bhutan,Male (Sex),15-64 (Age),Labour Force Survey Report,Labour force survey,,,,152,158,160,152,171,173,173,,,
Bhutan,Male (Sex),15+ (Age),Labour Force Survey Report,Labour force survey,126,,,162,166,170,161,182,186,185,,,
Bhutan,Male (Sex),25+ (Age),Labour Force Survey Report,Labour force survey,,,,136,142,149,144,164,170,168,,,
Bhutan,Female (Sex),15-24 (Age),Labour Force Survey Report,Labour force survey,,,,34,27,27,27,22,20,20,,,
Bhutan,Female (Sex),15-64 (Age),Labour Force Survey Report,Labour force survey,,,,144,151,147,162,148,147,154,,,
Bhutan,Female (Sex),15+ (Age),Labour Force Survey Report,Labour force survey,96,,,150,155,153,168,153,153,160,,,
Bhutan,Female (Sex),25+ (Age),Labour Force Survey Report,Labour force survey,,,,117,128,127,141,132,134,139,,,
Bolivia,Total (Sex),15-24 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,849,871,
Bolivia,Total (Sex),15-64 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,4484,4607,
Bolivia,Total (Sex),15+ (Age),Continuous Employment Survey,Labour force survey,4550,4672,,,,,,,,,4851,5039,
Bolivia,Total (Sex),25+ (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,4003,4168,
Bolivia,Male (Sex),15-24 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,498,507,
Bolivia,Male (Sex),15-64 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,2561,2583,
Bolivia,Male (Sex),15+ (Age),Continuous Employment Survey,Labour force survey,2506,2577,,,,,,,,,2766,2816,
Bolivia,Male (Sex),25+ (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,2268,2309,
Bolivia,Female (Sex),15-24 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,351,364,
Bolivia,Female (Sex),15-64 (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,1923,2023,
Bolivia,Female (Sex),15+ (Age),Continuous Employment Survey,Labour force survey,2045,2095,,,,,,,,,2086,2223,
Bolivia,Female (Sex),25+ (Age),Continuous Employment Survey,Labour force survey,,,,,,,,,,,1735,1859,
Bolivia,Total (Sex),15-24 (Age),Household Survey,Household income/expenditure survey,917,916,935,951,,985,860,842,971,840,953,791,
Bolivia,Total (Sex),15-64 (Age),Household Survey,Household income/expenditure survey,3920,4007,4272,4420,,4492,4372,4525,4706,4531,4758,4699,
Bolivia,Total (Sex),15+ (Age),Household Survey,Household income/expenditure survey,4184,4338,4577,4725,,4796,4693,4946,5082,4899,5173,5175,
Bolivia,Total (Sex),25+ (Age),Household Survey,Household income/expenditure survey,3267,3422,3642,3774,,3811,3833,4103,4111,4059,4221,4383,
Bolivia,Male (Sex),15-24 (Age),Household Survey,Household income/expenditure survey,517,529,513,525,,566,506,470,566,512,539,471,
Bolivia,Male (Sex),15-64 (Age),Household Survey,Household income/expenditure survey,2166,2213,2338,2435,,2506,2445,2523,2636,2652,2661,2677,
Bolivia,Male (Sex),15+ (Age),Household Survey,Household income/expenditure survey,2313,2381,2510,2612,,2680,2631,2763,2851,2861,2892,2942,
Bolivia,Male (Sex),25+ (Age),Household Survey,Household income/expenditure survey,1797,1851,1998,2087,,2113,2125,2293,2285,2348,2352,2471,
Bolivia,Female (Sex),15-24 (Age),Household Survey,Household income/expenditure survey,400,387,423,425,,419,354,372,405,328,413,320,
Bolivia,Female (Sex),15-64 (Age),Household Survey,Household income/expenditure survey,1754,1794,1933,1985,,1986,1927,2003,2070,1879,2097,2021,
Bolivia,Female (Sex),15+ (Age),Household Survey,Household income/expenditure survey,1871,1957,2067,2113,,2116,2062,2183,2231,2038,2282,2232,
Bolivia,Female (Sex),25+ (Age),Household Survey,Household income/expenditure survey,1470,1571,1645,1687,,1697,1708,1811,1826,1710,1868,1912,
Bosnia and Herzegovina,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,62,67,78,72,58,53,44,,43,48,51,49,
Bosnia and Herzegovina,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,784,821,862,838,816,798,789,,787,799,781,776,
Bosnia and Herzegovina,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,811,850,890,859,839,816,814,822,812,822,801,805,
Bosnia and Herzegovina,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,749,782,812,787,780,763,769,,769,774,750,756,
Bosnia and Herzegovina,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,40,45,52,48,38,35,29,,28,33,36,34,
Bosnia and Herzegovina,Male (Sex),15-64 (Age),Labour Force Survey,Labour force survey,512,539,554,528,515,503,499,,496,501,501,484,
Bosnia and Herzegovina,Male (Sex),15+ (Age),Labour Force Survey,Labour force survey,528,557,573,541,528,513,514,515,511,515,514,484,
Bosnia and Herzegovina,Male (Sex),25+ (Age),Labour Force Survey,Labour force survey,488,512,521,492,490,478,485,,483,482,478,450,
Bosnia and Herzegovina,Female (Sex),15-24 (Age),Labour Force Survey,Labour force survey,22,22,26,24,21,18,15,,15,15,15,,
Bosnia and Herzegovina,Female (Sex),15-64 (Age),Labour Force Survey,Labour force survey,272,282,307,310,301,295,290,,292,297,279,277,
Bosnia and Herzegovina,Female (Sex),15+ (Age),Labour Force Survey,Labour force survey,283,292,317,318,310,303,300,307,301,307,288,277,
Bosnia and Herzegovina,Female (Sex),25+ (Age),Labour Force Survey,Labour force survey,261,270,291,294,290,285,284,,286,292,272,277,
Botswana,Total (Sex),15-24 (Age),Labour Force Survey,Labour force survey,98,,,,,,,,,,,,
Botswana,Total (Sex),15-64 (Age),Labour Force Survey,Labour force survey,494,,,,,,,,,,,,
Botswana,Total (Sex),15+ (Age),Labour Force Survey,Labour force survey,526,,,,,,,,,,,,
Botswana,Total (Sex),25+ (Age),Labour Force Survey,Labour force survey,428,,,,,,,,,,,,
Botswana,Male (Sex),15-24 (Age),Labour Force Survey,Labour force survey,56,,,,,,,,,,,,
